visit_id,customer_id,service_date,service_type,technician_name,issue_found,followup_required,visit_value,notes
VIS-30508,CUST-0330,2026-05-10,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30509,CUST-0331,2025-11-10,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30510,CUST-0331,2025-12-07,monthly_maintenance,Mei Chen,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30511,CUST-0331,2026-01-04,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30512,CUST-0331,2026-01-31,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30513,CUST-0331,2026-03-02,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30514,CUST-0331,2026-03-30,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30515,CUST-0331,2026-04-29,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30516,CUST-0332,2025-11-03,biweekly_maintenance,Luis Mendez,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30517,CUST-0332,2025-11-20,biweekly_maintenance,Luis Mendez,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30518,CUST-0332,2025-12-06,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30519,CUST-0332,2025-12-22,biweekly_maintenance,Rosa Kim,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30520,CUST-0332,2026-01-07,biweekly_maintenance,Ari Patel,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30521,CUST-0332,2026-01-19,biweekly_maintenance,Mei Chen,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30522,CUST-0332,2026-02-03,biweekly_maintenance,Mei Chen,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30523,CUST-0332,2026-02-16,biweekly_maintenance,Nora Bell,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30524,CUST-0332,2026-03-02,biweekly_maintenance,Luis Mendez,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30525,CUST-0332,2026-03-18,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30526,CUST-0332,2026-04-02,biweekly_maintenance,Ari Patel,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30527,CUST-0332,2026-04-17,biweekly_maintenance,Nora Bell,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30528,CUST-0332,2026-05-02,biweekly_maintenance,Mei Chen,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30529,CUST-0333,2025-11-03,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30530,CUST-0333,2025-12-03,monthly_maintenance,Luis Mendez,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30531,CUST-0333,2026-01-03,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30532,CUST-0333,2026-01-30,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30533,CUST-0333,2026-02-27,monthly_maintenance,Ari Patel,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30534,CUST-0333,2026-03-28,monthly_maintenance,Luis Mendez,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30535,CUST-0333,2026-04-27,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30536,CUST-0334,2025-11-13,monthly_maintenance,Luis Mendez,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30537,CUST-0334,2025-12-12,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30538,CUST-0334,2026-01-12,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30539,CUST-0334,2026-02-12,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30540,CUST-0334,2026-03-10,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30541,CUST-0334,2026-04-09,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30542,CUST-0334,2026-05-08,monthly_maintenance,Ari Patel,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30543,CUST-0335,2025-11-03,monthly_maintenance,Rosa Kim,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30544,CUST-0335,2025-12-03,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30545,CUST-0335,2026-01-01,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30546,CUST-0335,2026-01-27,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30547,CUST-0335,2026-02-25,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30548,CUST-0335,2026-03-28,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30549,CUST-0335,2026-04-27,monthly_maintenance,Rosa Kim,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30550,CUST-0336,2025-11-09,monthly_maintenance,Luis Mendez,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30551,CUST-0336,2025-12-07,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30552,CUST-0336,2026-01-05,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30553,CUST-0336,2026-02-03,monthly_maintenance,Mei Chen,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30554,CUST-0336,2026-03-01,monthly_maintenance,Mei Chen,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30555,CUST-0336,2026-03-31,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30556,CUST-0336,2026-04-30,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30557,CUST-0337,2025-11-09,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30558,CUST-0337,2025-12-06,monthly_maintenance,Luis Mendez,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30559,CUST-0337,2026-01-06,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30560,CUST-0337,2026-02-01,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30561,CUST-0337,2026-03-02,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30562,CUST-0337,2026-03-31,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30563,CUST-0337,2026-04-28,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30564,CUST-0338,2025-11-10,biweekly_maintenance,Rosa Kim,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30565,CUST-0338,2025-11-22,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30566,CUST-0338,2025-12-06,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30567,CUST-0338,2025-12-20,biweekly_maintenance,Nora Bell,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30568,CUST-0338,2026-01-05,biweekly_maintenance,Mei Chen,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30569,CUST-0338,2026-01-20,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30570,CUST-0338,2026-02-03,biweekly_maintenance,Luis Mendez,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30571,CUST-0338,2026-02-16,biweekly_maintenance,Rosa Kim,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30572,CUST-0338,2026-03-02,biweekly_maintenance,Mei Chen,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30573,CUST-0338,2026-03-18,biweekly_maintenance,Mei Chen,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30574,CUST-0338,2026-03-31,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30575,CUST-0338,2026-04-13,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30576,CUST-0338,2026-04-25,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30577,CUST-0338,2026-05-11,biweekly_maintenance,Ari Patel,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30578,CUST-0339,2025-11-09,monthly_maintenance,Rosa Kim,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-30579,CUST-0339,2025-12-10,monthly_maintenance,Luis Mendez,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-30580,CUST-0339,2025-12-16,emergency_rescue,Luis Mendez,water clarity dipped before evening event,false,295,service visit should feel routine and stabilize the account
VIS-30581,CUST-0339,2026-01-05,monthly_maintenance,Ari Patel,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-30582,CUST-0339,2026-01-31,monthly_maintenance,Ari Patel,water clarity dipped before evening event,true,420,service visit should feel routine and stabilize the account
VIS-30583,CUST-0339,2026-03-01,monthly_maintenance,Ari Patel,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
